game_id,play_id,type,frame,x,y,tracklet_id
19783001319551,6,defender,72311,13.6602,20.8002,2
19783001319551,6,defender,72312,13.5882,20.2222,2
19783001319551,6,defender,72313,13.9935,19.6064,2
19783001319551,6,defender,72314,14.1791,19.6404,2
19783001319551,6,defender,72315,14.4766,18.8776,2
19783001319551,6,defender,72316,15.0798,18.845,2
19783001319551,6,defender,72317,15.2899,19.3038,2
19783001319551,6,defender,72318,15.3183,18.822,2
19783001319551,6,defender,72319,15.6722,18.4004,2
19783001319551,6,defender,72320,16.0961,18.731,2
19783001319551,6,defender,72321,16.3677,18.8684,2
19783001319551,6,defender,72322,16.6283,18.6695,2
19783001319551,6,defender,72323,17.015,18.7308,2
19783001319551,6,defender,72324,17.2732,18.5817,2
19783001319551,6,defender,72325,17.0884,18.4909,2
19783001319551,6,defender,72326,17.1419,18.2161,2
19783001319551,6,defender,72327,17.5548,17.9582,2
19783001319551,6,defender,72328,17.2703,18.072,2
19783001319551,6,defender,72329,17.3546,18.0625,2
19783001319551,6,defender,72330,17.1935,17.9431,2
19783001319551,6,defender,72331,16.8844,17.8157,2
19783001319551,6,defender,72332,17.1531,18.0471,2
19783001319551,6,defender,72333,16.7673,18.182,2
19783001319551,6,defender,72334,16.687,18.0692,2
19783001319551,6,defender,72335,16.4364,18.7022,2
19783001319551,6,defender,72336,16.1381,18.9503,2
19783001319551,6,defender,72337,15.9561,18.9697,2
19783001319551,6,defender,72338,15.8261,19.2258,2
19783001319551,6,defender,72339,15.5612,19.1038,2
19783001319551,6,defender,72340,15.1858,18.5749,2
19783001319551,6,defender,72341,15.197,18.5887,2
19783001319551,6,defender,72342,14.8993,17.8017,2
19783001319551,6,defender,72343,14.7195,17.4421,2
19783001319551,6,defender,72344,13.9572,17.1429,2
19783001319551,6,defender,72345,13.4803,16.8778,2
19783001319551,6,defender,72346,13.3573,15.9979,2
19783001319551,6,defender,72347,13.5069,15.9151,2
19783001319551,6,defender,72348,12.936,16.6317,2
19783001319551,6,defender,72349,12.6116,16.3474,2
19783001319551,6,defender,72350,12.5833,16.5148,2
19783001319551,6,defender,72351,12.6236,17.6193,2
19783001319551,6,defender,72352,12.6793,18.3539,2
19783001319551,6,defender,72353,12.5287,19.045,2
19783001319551,6,defender,72354,12.4765,20.0504,2
19783001319551,6,defender,72355,12.1266,19.9945,2
19783001319551,6,defender,72356,12.1206,21.2477,2
19783001319551,6,defender,72357,11.6786,20.8144,2
19783001319551,6,defender,72358,11.6014,20.7469,2
19783001319551,6,defender,72359,11.0695,20.4707,2
19783001319551,6,defender,72360,11.2339,19.971,2
19783001319551,6,defender,72361,10.9355,20.0478,2
19783001319551,6,defender,72362,10.5344,20.0834,2
19783001319551,6,defender,72363,9.82472,21.0208,2
19783001319551,6,defender,72364,9.5137,20.752,2
19783001319551,6,defender,72365,8.91808,20.274,2
19783001319551,6,defender,72366,9.07167,21.098,2
19783001319551,6,defender,72367,8.64341,21.2092,2
19783001319551,6,defender,72368,8.62537,21.2777,2
19783001319551,6,defender,72369,8.11268,20.8721,2
19783001319551,6,defender,72370,8.1116,20.7827,2
19783001319551,6,defender,72371,7.74715,20.6973,2
19783001319551,6,defender,72372,7.52107,20.5152,2
19783001319551,6,defender,72373,6.80112,20.8311,2
19783001319551,6,defender,72374,6.24584,21.2053,2
19783001319551,6,defender,72375,5.83714,22.4468,2
19783001319551,6,defender,72376,5.53798,22.7686,2
19783001319551,6,defender,72377,5.20375,21.6991,2
19783001319551,6,defender,72200,30.7446,33.2645,3
19783001319551,6,defender,72201,30.1968,33.1099,3
19783001319551,6,defender,72202,30.5733,33.1604,3
19783001319551,6,defender,72203,30.3714,33.2507,3
19783001319551,6,defender,72204,30.4952,33.2014,3
19783001319551,6,defender,72205,29.6909,32.9671,3
19783001319551,6,defender,72206,30.0383,33.2659,3
19783001319551,6,defender,72207,29.8186,33.3085,3
19783001319551,6,defender,72208,29.4776,33.3451,3
19783001319551,6,defender,72209,29.4532,33.5451,3
19783001319551,6,defender,72210,28.128,33.2519,3
19783001319551,6,defender,72211,27.9994,33.0508,3
19783001319551,6,defender,72212,28.2415,33.1918,3
19783001319551,6,defender,72213,27.8161,33.1306,3
19783001319551,6,defender,72214,27.6947,32.9153,3
19783001319551,6,defender,72215,28.0482,32.8949,3
19783001319551,6,defender,72216,27.3736,32.4935,3
19783001319551,6,defender,72217,27.4821,32.6752,3
19783001319551,6,defender,72218,27.5088,32.6446,3
19783001319551,6,defender,72219,27.0312,32.6917,3
19783001319551,6,defender,72220,26.757,33.0476,3
19783001319551,6,defender,72221,26.3306,32.694,3
19783001319551,6,defender,72222,26.3611,32.6431,3
19783001319551,6,defender,72223,26.0632,32.5782,3
19783001319551,6,defender,72224,26.2373,32.6621,3
19783001319551,6,defender,72225,26.1203,32.7024,3
19783001319551,6,defender,72226,26.1512,32.4436,3
19783001319551,6,defender,72227,25.7532,32.1467,3
19783001319551,6,defender,72228,25.2796,32.049,3
19783001319551,6,defender,72229,25.0051,32.1398,3
19783001319551,6,defender,72230,24.9321,31.9536,3
19783001319551,6,defender,72231,24.8173,32.3171,3
19783001319551,6,defender,72232,24.8555,32.5118,3
19783001319551,6,defender,72233,25.0274,32.6561,3
19783001319551,6,defender,72234,24.8308,33.2622,3
19783001319551,6,defender,72235,24.2109,33.4017,3
19783001319551,6,defender,72236,23.4722,33.2516,3
19783001319551,6,defender,72237,23.3341,33.3358,3
19783001319551,6,defender,72238,22.9776,33.7256,3
19783001319551,6,defender,72239,23.2182,34.0414,3
19783001319551,6,defender,72240,23.1406,33.8886,3
19783001319551,6,defender,72241,22.8365,34.0354,3
19783001319551,6,defender,72242,22.694,34.0103,3
19783001319551,6,defender,72243,23.2834,34.0641,3
19783001319551,6,defender,72244,23.7818,33.5221,3
19783001319551,6,defender,72245,23.4863,33.19,3
19783001319551,6,defender,72246,22.973,32.7906,3
19783001319551,6,defender,72247,23.4172,32.7856,3
19783001319551,6,defender,72248,23.5166,32.196,3
19783001319551,6,defender,72249,23.4737,31.4571,3
19783001319551,6,defender,72250,24.0342,31.4836,3
19783001319551,6,defender,72251,23.8787,31.0757,3
19783001319551,6,defender,72252,24.0007,30.4636,3
19783001319551,6,defender,72253,24.0617,29.8758,3
19783001319551,6,defender,72254,23.9615,29.5197,3
19783001319551,6,defender,72255,24.2823,29.2299,3
19783001319551,6,defender,72256,23.911,28.6674,3
19783001319551,6,defender,72257,24.2638,28.6265,3
19783001319551,6,defender,72258,24.3488,28.4701,3
19783001319551,6,defender,72259,24.6324,28.2783,3
19783001319551,6,defender,72260,24.4901,28.2261,3
19783001319551,6,defender,72261,24.8968,27.8441,3
19783001319551,6,defender,72262,24.9327,28.0724,3
19783001319551,6,defender,72263,24.6424,28.083,3
19783001319551,6,defender,72264,24.7947,28.0365,3
19783001319551,6,defender,72265,24.5154,27.8255,3
19783001319551,6,defender,72266,24.7437,27.4633,3
19783001319551,6,defender,72267,24.2181,26.9647,3
19783001319551,6,defender,72268,24.0641,26.9104,3
19783001319551,6,defender,72269,23.9758,26.7061,3
19783001319551,6,defender,72270,23.6179,26.2238,3
19783001319551,6,defender,72271,23.5849,25.7137,3
19783001319551,6,defender,72272,23.6752,25.1191,3
19783001319551,6,defender,72273,23.5987,24.6648,3
19783001319551,6,defender,72274,23.816,24.5545,3
19783001319551,6,defender,72275,23.7697,24.1936,3
19783001319551,6,defender,72276,23.9687,24.089,3
19783001319551,6,defender,72277,24.105,23.9299,3
19783001319551,6,defender,72278,24.1473,23.8018,3
19783001319551,6,defender,72279,24.1122,23.8465,3
19783001319551,6,defender,72280,24.2116,23.7679,3
19783001319551,6,defender,72281,24.3685,24.0032,3
19783001319551,6,defender,72282,24.4489,24.1882,3
19783001319551,6,defender,72283,24.1888,24.1679,3
19783001319551,6,defender,72284,24.0301,24.0876,3
19783001319551,6,defender,72285,23.8512,24.1044,3
19783001319551,6,defender,72286,23.6536,24.1288,3
19783001319551,6,defender,72287,23.4298,24.1511,3
19783001319551,6,defender,72288,23.3888,24.2746,3
19783001319551,6,defender,72289,23.285,24.1237,3
19783001319551,6,defender,72290,23.2718,24.064,3
19783001319551,6,defender,72291,23.1054,24.055,3
19783001319551,6,defender,72292,22.9057,24.286,3
19783001319551,6,defender,72293,22.8814,23.9976,3
19783001319551,6,defender,72294,22.7681,24.0371,3
19783001319551,6,defender,72295,22.7423,24.3318,3
19783001319551,6,defender,72296,22.674,24.5845,3
19783001319551,6,defender,72297,22.732,24.4839,3
19783001319551,6,defender,72298,22.5127,24.8323,3
